Id,Title,Name in Hebrew,Name in German,Pseudonym,Gender,Date of birth,Place of birth,Date of death,Place of death,Occupation,VIAF ID
person0547,"אברהם בר""נ ה""ש","אברהם בר""נ ה""ש","אברהם בר""נ ה""ש",,,,,,,,
person0548,"אברהם בר""פ כ""ץ","אברהם בר""פ כ""ץ","אברהם בר""פ כ""ץ",,,,,,,,
person0549,"אברהם בר""פ כ""ץ","אברהם בר""פ כ""ץ","אברהם בר""פ כ""ץ",,,,,,,,
person0550,"אברהם ברנ""ז","אברהם ברנ""ז","אברהם ברנ""ז",,,,,,,,
person0551,אברהם ברעזכין (בחורי חמד),אברהם ברעזכין (בחורי חמד),,,,,,,,,
person0552,אברהם גאטטשטיין,אברהם גאטטשטיין,אברהם גאטטשטיין,,,,,,,,
person0553,אברהם גאנץ,אברהם גאנץ,אברהם גאנץ,,,,,,,,
person0554,אברהם דאנציגר,אברהם דאנציגר,אברהם דאנציגר,,,,,,,,7801872
person0555,אברהם היינערסדארף,אברהם היינערסדארף,אברהם היינערסדארף,,,,,,,,
person0556,אברהם הייצפעלד,אברהם הייצפעלד,אברהם הייצפעלד,,,,,,,,
person0557,אברהם וויינשענק,אברהם וויינשענק,אברהם וויינשענק,,,,,,,,
person0558,"אברהם יחזקיה בש""ן","אברהם יחזקיה בש""ן","אברהם יחזקיה בש""ן",,,,,,,,
person0559,אברהם יקותיאל,"אברהם יקותיאל (זלח""י כץ)",אברהם יקותיאל,,,,,,,,308258302
person0560,אברהם מלנצברג,אברהם מלנצברג,אברהם מלנצברג,,,,,,,,
person0561,אברהם מרדכי,"אברהם מרדכי (אב""ד זאלקוי)",אברהם מרדכי,,,,,,,,311794411
person0562,אברהם מרדכי,"אברהם מרדכי (חו""בק זאלקוי)",אברהם מרדכי,,,,,,,,311794411
person0563,אברהם מרדכי,"אברהם מרדכי (אב""ד זאלקוי)",אברהם מרדכי,,,,,,,,311794411
person0564,אברהם מרדכי דאלקוי,אברהם מרדכי דאלקוי,אברהם מרדכי דאלקוי,,,,,,,,
person0565,"אברהם סג""ל מחעלמא","אברהם סג""ל מחעלמא","אברהם סג""ל מחעלמא",,,,,,,,
person0566,אברהם פאלענטין,אברהם פאלענטין,אברהם פאלענטין,,,,,,,,
person0567,אברהם פאפר,אברהם פאפר,אברהם פאפר,,,,,,,,
person0568,אברהם פרידלענדר,אברהם פרידלענדר,אברהם פרידלענדר,,,,,,,,299187497
person0569,אברהם פרץ,אברהם פרץ,אברהם פרץ,,,,,,,,311794381
person0570,אברהם צבי,אברהם צבי,אברהם צבי,,,,,,,,313373542
person0571,אברהם צבי,אברהם צבי,אברהם צבי,,,,,,,,313373542
person0572,אברהם צילץ,אברהם צילץ,אברהם צילץ,,,,,,,,
person0573,אברהם קויפמן וואהל,אברהם קויפמן וואהל,אברהם קויפמן וואהל,,,,,,,,
person0574,אברהם קצנאלין בוגין,"אברהם קצנאלין בוגין (אב""ד בריסק דליטא)",אברהם קצנאלין בוגין,,,,,,,,
person0575,אברהם שטיינמאן,אברהם שטיינמאן,אברהם שטיינמאן,,,,,,,,
person0576,אברהם שלאחוב,אברהם שלאחוב,אברהם שלאחוב,,,,,,,,
person0577,אברהם שמינים פיריירה,אברהם שמינים פיריירה,אברהם שמינים פיריירה,,,,,,,,
person0578,"אברהםבן פו""מ יעקב צבי","אברהםבן פו""מ יעקב צבי","אברהםבן פו""מ יעקב צבי",,,,,,,,
person0579,אברם בעכר,אברם בעכר,אברם בעכר,,,,,,,,
person0580,אדאם טשארטאריסקי,אדאם טשארטאריסקי,,,,,,,,,
person0581,"אהרן אפנהיים בל""ב","אהרן אפנהיים בל""ב","אהרן אפנהיים בל""ב",,,,,,,,
person0582,"אהרן ב""ר משה מגזע צבי ראב""ד בק""ק ברלין","אהרן ב""ר משה מגזע צבי ראב""ד בק""ק ברלין (רב)","אהרן ב""ר משה מגזע צבי ראב""ד בק""ק ברלין",,,,,,,,
person0583,אהרן באהן,אהרן באהן,אהרן באהן,,,,,,,,
person0584,אהרן בן יוסף אהרן הלוי הורוויץ,אהרן בן יוסף אהרן הלוי הורוויץ (רב ודיין (הסכמת רבני יושבי על מדין)),אהרן בן יוסף אהרן הלוי הורוויץ,,,,,,,,
person0585,אהרן בן יוסף אהרן הלוי הורוויץ,אהרן בן יוסף אהרן הלוי הורוויץ,,,,,,,,,
person0586,אהרן בער יאס,"יאס, אהרן בער",אהרן בער יאס,,,,,,,,
person0587,"אהרן בר""ס בר""נ","אהרן בר""ס בר""נ","אהרן בר""ס בר""נ",,,,,,,,
person0588,"אהרן ברא""כ מפ""ד","אהרן ברא""כ מפ""ד","אהרן ברא""כ מפ""ד",,,,,,,,
person0589,אהרן גאלדשמיד,אהרן גאלדשמיד,אהרן גאלדשמיד,,,,,,,,
person0590,אהרן דעסויא,אהרן דעסויא,אהרן דעסויא,,,,,,,,308254308
person0591,אהרן הלוי הורוויץ,אהרן הלוי הורוויץ,אהרן הלוי הורוויץ,,,,,,,,308277306
person0592,אהרן הלוי העליר,"אהרן הלוי העליר (דיין בפרנקפורט ע""נ אודר)",אהרן הלוי העליר,,,,,,,,
person0593,אהרן ווייס,אהרן ווייס,אהרן ווייס,,,,,,,,299264124
person0594,אהרן זלמן מרגליות,אהרן זלמן מרגליות,אהרן זלמן מרגליות,,,,,,,,
person0595,אהרן יורש,אהרן יורש,אהרן יורש,,,,,,,,
person0596,אהרן ליפמאן,אהרן ליפמאן,אהרן ליפמאן,,,,,,,,308282572
person0597,"אהרן סג""ל דרעטניץ","אהרן סג""ל דרעטניץ","אהרן סג""ל דרעטניץ",,,,,,,,
person0598,אהרן פרענקל,אהרן פרענקל,אהרן פרענקל,,,,,,,,308274416
person0599,אהרן צבי,אהרן צבי,אהרן צבי,,,,,,,,313007441
person0600,אהרן ריינא,אהרן ריינא,אהרן ריינא,,,,,,,,
person0601,אהרן שטראסבורג,אהרן שטראסבורג,אהרן שטראסבורג,,,,,,,,
person0602,"אהרן שמעון בר""מ","אהרן שמעון בר""מ","אהרן שמעון בר""מ",,,,,,,,
person0603,אהרן שפיץ,"אהרן שפיץ (אב""ד פרוסטיץ)",אהרן שפיץ,,,,,,,,
person0604,"אופנהיים, מענדל","אופנהיים, מענדל","אופנהיים, מענדל",,,,,,,,
person0605,אורי מורפורגי,אורי מורפורגי,אורי מורפורגי,,,,,,,,
person0606,אורי פיבוש בן אריה ליב,,,,,,,,,Author,308275281
person0607,אי' ברונשטיין,אי' ברונשטיין,אי' ברונשטיין,,,,,,,,
person0608,אי' לעוו האפמאן,אי' לעוו האפמאן,אי' לעוו האפמאן,,,,,,,,
person0609,"איגר, מאיר","איגר, מאיר","איגר, מאיר",,,,,,,,308275163
person0610,איזאק בעער,איזאק בעער,איזאק בעער,,,,,,,,
person0611,איזאק ווערטהיימער,איזאק ווערטהיימער,איזאק ווערטהיימער,,,,,,,,
person0612,איזאק יאנאס,איזאק יאנאס,איזאק יאנאס,,,,,,,,
person0613,איזאק עסטרייכער,איזאק עסטרייכער,איזאק עסטרייכער,,,,,,,,
person0614,איזאק פראנקענשטיין,(כירורגוס) איזאק פראנקענשטיין,איזאק פראנקענשטיין,,,,,,,,
person0615,איזאק פרייאזאך,איזאק פרייאזאך (געמיינדע פארשטעהער),איזאק פרייאזאך,,,,,,,,
person0616,איזק העלפט,איזק העלפט,איזק העלפט,,,,,,,,
person0617,איזראעל צאפפערט,איזראעל צאפפערט,איזראעל צאפפערט,,,,,,,,
person0618,איזראעל קעניגסבערגער,איזראעל קעניגסבערגער,איזראעל קעניגסבערגער,,,,,,,,
person0619,אייזאק האצפעלד,אייזאק האצפעלד,אייזאק האצפעלד,,,,,,,,
person0620,"אייזק בר""נ","אייזק בר""נ","אייזק בר""נ",,,,,,,,
person0621,"אייזק בר""נ ה""ש","אייזק בר""נ ה""ש","אייזק בר""נ ה""ש",,,,,,,,
person0622,אייזק דעסויא,"דעסויא (גובה), אייזק",אייזק דעסויא,,,,,,,,
person0623,אייזק דעסויא,אייזק דעסויא (גובה),אייזק דעסויא,,,,,,,,
person0624,"אייזק ה""ש","אייזק ה""ש","אייזק ה""ש",,,,,,,,
person0625,אייזק זאקסעל,אייזק זאקסעל,אייזק זאקסעל,,,,,,,,
person0626,אייזק כהנא פיוואני,"אייזק כהנא פיוואני (אביו של פיבני, יוסף בן איזק, כהנא)",אייזק כהנא פיוואני,,,,,,,,
person0627,אייזק מרדכי איידלין,אייזק מרדכי איידלין,,,,,,,,,
person0628,אייזק פאצדאם,אייזק פאצדאם,אייזק פאצדאם,,,,,,,,
person0629,אייזק צהנא פיוואני,אייזק צהנא פיוואני,,,,,,,,,
person0630,"איסר בנה' סיני כ""ץ מק""ק זאלשיץ","איסר בנה' סיני כ""ץ מק""ק זאלשיץ","איסר בנה' סיני כ""ץ מק""ק זאלשיץ",,,,,,,,
person0631,"איסר ה""ב","איסר ה""ב","איסר ה""ב",,,,,,,,
person0632,איסר קאטבוס,איסר קאטבוס,איסר קאטבוס,,,,,,,,
person0633,איסר קאטנוס,איסר קאטנוס,איסר קאטנוס,,,,,,,,
person0634,"איסרל, ישראל","איסרל, ישראל","איסרל, ישראל",,,,,,,,308280888
person0635,"איסרל, ישראל","איסרל, ישראל","איסרל, ישראל",,,,,,,,308280888
person0636,איסרלי איגלהיימר,איסרלי איגלהיימר,איסרלי איגלהיימר,,,,,,,,
person0637,"איסרלי היילברונר, פ""ומ","איסרלי היילברונר, פ""ומ","איסרלי היילברונר, פ""ומ",,,,,,,,
person0638,"איצק  צילך בק""ב","איצק  צילך בק""ב","איצק  צילך בק""ב",,,,,,,,
person0639,איצק אולמאן,איצק אולמאן,איצק אולמאן,,,,,,,,
person0640,איצק בן משה שלעזינגער,איצק בן משה שלעזינגער,איצק בן משה שלעזינגער,,,,,,,,
person0641,איצק בן שמשון ווערטהיים,איצק בן שמשון ווערטהיים,איצק בן שמשון ווערטהיים,,,,,,,,
person0642,"איצק בר""י ווערטהיימר","איצק בר""י ווערטהיימר","איצק בר""י ווערטהיימר",,,,,,,,
person0643,"איצק בר""ל זאקס","איצק בר""ל זאקס","איצק בר""ל זאקס",,,,,,,,
person0644,"איצק בר""מ ווערטהיימר","איצק בר""מ ווערטהיימר","איצק בר""מ ווערטהיימר",,,,,,,,
person0645,איצק העלפט,איצק העלפט,איצק העלפט,,,,,,,,
person0646,איצק העסי,איצק העסי,איצק העסי,,,,,,,,
person0647,איצק לאפפע,איצק לאפפע,איצק לאפפע,,,,,,,,
person0648,"איצק ליב סג""ל","איצק ליב סג""ל","איצק ליב סג""ל",,,,,,,,
person0649,איצק ניימעדל,איצק ניימעדל,איצק ניימעדל,,,,,,,,
person0650,איצק סאבאטקא,איצק סאבאטקא,איצק סאבאטקא,,,,,,,,
person0651,איצק עלקש,איצק עלקש,איצק עלקש,,,,,,,,
person0652,איצק עלקש,איצק עלקש,איצק עלקש,,,,,,,,
person0653,"איצק פ""ד","איצק פ""ד","איצק פ""ד",,,,,,,,
person0654,איצק פליס,"פליס (רופא), איצק",איצק פליס,,,,,,,,
person0655,איצק ראוויטש,איצק ראוויטש,איצק ראוויטש,,,,,,,,
person0656,"אלחנן ברי""ל","אלחנן ברי""ל","אלחנן ברי""ל",,,,,,,,
person0657,"אלחנן ברי""ל","אלחנן ברי""ל","אלחנן ברי""ל",,,,,,,,
person0658,אלי לעוורדן,"אלי לעוורדן (אב""ד בק""ק גרינגען וראטרדאם)",אלי לעוורדן,,,,,,,,
person0659,"אלי פ""ל","אלי פ""ל","אלי פ""ל",,,,,,,,
person0660,אלי',"אלי' (חופ""ק לאנצבורג)",אלי',,,,,,,,313296729
person0661,אלי' אורשל,אלי' אורשל,אלי' אורשל,,,,,,,,
person0662,"אלי' ב""ר דניאל יפה","אלי' ב""ר דניאל יפה","אלי' ב""ר דניאל יפה",,,,,,,,
person0663,"אלי' ב""ר דניאל יפה","אלי' ב""ר דניאל יפה","אלי' ב""ר דניאל יפה",,,,,,,,
person0664,"אלי' במהר""ר מן","אלי' במהר""ר מן","אלי' במהר""ר מן",,,,,,,,
person0665,"אלי' במהר""ר מן","אלי' במהר""ר מן","אלי' במהר""ר מן",,,,,,,,
person0666,"אלי' בן יוסף ז""ל אב""ד דק""ק קעמפנא","אלי' בן יוסף ז""ל אב""ד דק""ק קעמפנא","אלי' בן יוסף ז""ל אב""ד דק""ק קעמפנא",,,,,,,,
person0667,"אלי' ברי""ץ פרידבערג","אלי' ברי""ץ פרידבערג (הרופא)","אלי' ברי""ץ פרידבערג",,,,,,,,
person0668,"אלי' העכים (העכים, אליהו)","אלי' העכים (העכים, אליהו)",,,,,,,,,
person0669,אלי' ווערטהיים,אלי' ווערטהיים,אלי' ווערטהיים,,,,,,,,
person0670,אלי' חיות,אלי' חיות,אלי' חיות,,,,,,,,
person0671,אלי' טארנער,אלי' טארנער,אלי' טארנער,,,,,,,,
person0672,אלי' טורלוך,אלי' טורלוך,אלי' טורלוך,,,,,,,,
person0673,אלי' לוי,אלי' לוי,אלי' לוי,,,,,,,,308272950
person0674,"אלי' מ""ב בפ""פ דאדר","אלי' מ""ב בפ""פ דאדר","אלי' מ""ב בפ""פ דאדר",,,,,,,,
person0675,אלי' מפוזנא,"אלי' מפוזנא (דיין בפרנקפורט ע""נ אודר [חונה בלאנצבורג])",אלי' מפוזנא,,,,,,,,
person0676,אלי' מפוזנא (הצעיר),אלי' מפוזנא (הצעיר),,,,,,,,,
person0677,אלי' רויזכין,אלי' רויזכין,,,,,,,,,
person0678,"אליהו בן רפאל שלמה, הלוי",,,,,,,,,,308270448
person0679,"אליהו בר""מ","אליהו בר""מ","אליהו בר""מ",,,,,,,,
person0680,אליהו מורפורגו,אליהו מורפורגו,,,,,,,,,308271188
person0681,"אליעזר בהרב ה""ג מה""ר""א","אליעזר בהרב ה""ג מה""ר""א","אליעזר בהרב ה""ג מה""ר""א",,,,,,,,
person0682,אליעזר בן יצחק,אליעזר בן יצחק,אליעזר בן יצחק,,,,,,,,310522130
person0683,אליעזר בן שמואל זנוויל ברוק,אליעזר בן שמואל זנוויל ברוק,אליעזר בן שמואל זנוויל ברוק,,,,,,,,
person0684,אליעזר פלעקלס,"פלעקלס (ראש בית דין קהילת פראג), אליעזר",אליעזר פלעקלס,,,,,,,,
person0685,אלכסנדר,אלכסנדר,,,,,,,,,313326448
person0686,אלכסנדר,אלכסנדר,,,,,,,,,313326448
person0687,אלכסנדר זיסל הלוי,אלכסנדר זיסל הלוי,אלכסנדר זיסל הלוי,,,,,,,,
person0688,אלכסנדר סענדר מרגלית,אלכסנדר סענדר מרגלית,,,,,,,,,
person0689,אלעזר בער פורכהיים,אלעזר בער פורכהיים,אלעזר בער פורכהיים,,,,,,,,
person0690,אלעזר פלעקלש,אלעזר פלעקלש,אלעזר פלעקלש,,,,,,,,7250667
person0691,אלעזר קאליר,אלעזר קאליר (רב),אלעזר קאליר,,,,,,,,97270226
person0692,אלעזר קאליר,"קאליר (רב), אלעזר",אלעזר קאליר,,,,,,,,97270226
person0693,אלקנה מאיר בן מהו' בצלאל,"אלקנה מאיר בן מהו' בצלאל (זעציר [מזלקווא ולע""ע פה ק""ק ברלין])",אלקנה מאיר בן מהו' בצלאל,,,,,,,,
person0694,אמסאן היימאן,אמסאן היימאן,אמסאן היימאן,,,,,,,,
person0695,"אמרספורט, בנימין",,,,,,,,,Author,
person0696,אנונימי,,,,,,,,,,308271438
person0697,אנריאיטה בת דניאל יפה,אנריאיטה בת דניאל יפה,,,,,,,,,
person0698,"אנשיל ב""ר יוסף ליב נייאבורג","אנשיל ב""ר יוסף ליב נייאבורג","אנשיל ב""ר יוסף ליב נייאבורג",,,,,,,,
person0699,אנשיל גונציהויזען,אנשיל גונציהויזען,אנשיל גונציהויזען,,,,,,,,
person0700,אנשיל עשווא,אנשיל עשווא,אנשיל עשווא,,,,,,,,
person0701,אנשל לוי,אנשל לוי,אנשל לוי,,,,,,,,427528
person0702,"אעבל פ""ד","אעבל פ""ד","אעבל פ""ד",,,,,,,,
person0703,"אפרים בר""פ","אפרים בר""פ","אפרים בר""פ",,,,,,,,
person0704,"אפרים ברי""ל","אפרים ברי""ל","אפרים ברי""ל",,,,,,,,
person0705,אפרים מדעסא,אפרים מדעסא,אפרים מדעסא,,,,,,,,
person0706,אפרים פישל,"אפרים פישל (ככל הנראה, דמות בדוייה)",אפרים פישל,,,,,,,,313003665
person0707,אראן פאלאק,אראן פאלאק,אראן פאלאק,,,,,,,,
person0708,אראן פריעדלענדער,אראן פריעדלענדער,אראן פריעדלענדער,,,,,,,,
person0709,ארהן בער קוטן פלון,ארהן בער קוטן פלון,,,,,,,,,
person0710,ארי' ליב,"ארי' ליב (ברהב מוהר""י בערוש יצ""ו)",ארי' ליב,,,,,,,,308281654
person0711,ארי' ליב,"ליב (אב""ד ור""מ דק""ק אשכנזים אמסטרדם), ארי'",ארי' ליב,,,,,,,,308281654
person0712,ארי' ליב ברעסלא,ארי' ליב ברעסלא,ארי' ליב ברעסלא,,,,,,,,
person0713,אריה ליב,אריה ליב,אריה ליב,,,,,,,,313006873
person0714,אריה ליב,"אריה ליב (אב""ד ור""מ דק""ק ראטרדם)",אריה ליב,,,,,,,,313006873
person0715,אריה ליב,"אריה ליב (אב""ד)",אריה ליב,,,,,,,,313006873
person0716,אריה ליבש,אריה ליבש,,,,,,,,,310742160
person0717,ארנאלד געץ,ארנאלד געץ,ארנאלד געץ,,,,,,,,
person0718,ארנאלד ענגעל,ארנאלד ענגעל,ארנאלד ענגעל,,,,,,,,
person0719,"ארענסוואלד, ראובן",,,,,,,,,Mevi La'Dfus (Producer),
person0720,"ארענשטיין, נתן","ארענשטיין, נתן","ארענשטיין, נתן",,,,,,,,
person0721,אשור,אשור,אשור,,,,,,,,311794896
person0722,אשר אנשיל שאטלענדר,אשר אנשיל שאטלענדר,אשר אנשיל שאטלענדר,,,,,,,,
person0723,"אשר בר""א אמבפארט","אשר בר""א אמבפארט","אשר בר""א אמבפארט",,,,,,,,
person0724,אשר שעניפליס,אשר שעניפליס,אשר שעניפליס,,,,,,,,
person0725,אשר שעניפליס,אשר שעניפליס,אשר שעניפליס,,,,,,,,
person0726,"באהן, אהרון","באהן, אהרון","באהן, אהרון",,,,,,,,
person0727,"באמבארג, משה","באמבארג, משה (פו""מ)","באמבארג, משה",,,,,,,,
person0728,בארוך ראטה,בארוך ראטה,בארוך ראטה,,,,,,,,
person0729,בובס פליט,בובס פליט,בובס פליט,,,,,,,,
person0730,"בונם בר""ד פ""ל","פרידלענדר, בונם בר""ד","בונם בר""ד פ""ל",,,,,,,,
person0731,"בונם בר""ד פ""ל","בונם בר""ד פ""ל","בונם בר""ד פ""ל",,,,,,,,
person0732,"בונם ברא""ד","בונם ברא""ד","בונם ברא""ד",,,,,,,,
person0733,בונם קוילא,בונם קוילא,בונם קוילא,,,,,,,,
person0734,"בוקי, אליהו","בוקי (פו""מ), אליהו","בוקי, אליהו",,,,,,,,
person0735,"בוקי, אליהו","בוקי, אליהו (פו""מ)","בוקי, אליהו",,,,,,,,
person0736,"בוקי, אליהו","בוקי (פו""מ), אליהו","בוקי, אליהו",,,,,,,,
person0737,"בי, ישראל","בי, ישראל","בי, ישראל",,,,,,,,308283711
person0738,בילפעלד,בילפעלד,בילפעלד,,,,,,,,
person0739,"בינגר, חיים","בינגר, חיים","בינגר, חיים",,,,,,,,308273579
person0740,"בישיץ, ליזר","בישיץ, ליזר","בישיץ, ליזר",,,,,,,,
person0741,בלומאן,בלומאן,בלומאן,,,,,,,,
person0742,בלימכה פרידלענדר,בלימכה פרידלענדר,,,,,,,,,
person0743,בנימין אשכנזי,בנימין אשכנזי,בנימין אשכנזי,,,,,,,,308275878
person0744,בנימין בארמאפאר,בנימין בארמאפאר,בנימין בארמאפאר,,,,,,,,
person0745,בנימין בערנשטיין,בנימין בערנשטיין,בנימין בערנשטיין,,,,,,,,297486880
person0746,"בנימין בר""פ","בנימין בר""פ (יועץ פנימי לאדונינו המלך יר''ה)","בנימין בר""פ",,,,,,,,
person0747,"בנימין בר""פ","בנימין בר""פ","בנימין בר""פ",,,,,,,,
person0748,"בנימין בר""פ","בר""פ (ועץ פנימי לאדונינו המלך יר""ה), בנימין","בנימין בר""פ",,,,,,,,
person0749,בנימין האלברשטאט,בנימין האלברשטאט,בנימין האלברשטאט,,,,,,,,97280084
person0750,"בנימין כ""ץ","בנימין כ""ץ","בנימין כ""ץ",,,,,,,,
person0751,בנימין משה מעלי,,,,,,,,,Mevi La'Dfus (Producer),
person0752,בנימין פולדא בשוועד,בנימין פולדא בשוועד,בנימין פולדא בשוועד,,,,,,,,
person0753,"בנימן ה""ש","בנימן ה""ש","בנימן ה""ש",,,,,,,,
person0754,"בנעט, מרדכי","בנעט, מרדכי (רב מדינת מעהרין)","בנעט, מרדכי",,,,,,,,308283909
person0755,בעללערמאן,בעללערמאן,בעללערמאן,,,,,,,,
person0756,בענדיט וועזל,בענדיט וועזל,בענדיט וועזל,,,,,,,,
person0757,בענדיט יורש,בענדיט יורש,בענדיט יורש,,,,,,,,
person0758,בעניאמין גרינבוים,בעניאמין גרינבוים (ג' נורמאלשוללעהרער),בעניאמין גרינבוים,,,,,,,,
person0759,בענעדיקט גאמפערץ,בענעדיקט גאמפערץ,בענעדיקט גאמפערץ,,,,,,,,
person0760,בעער הערצעל,בעער הערצעל,בעער הערצעל,,,,,,,,
person0761,בער אורשל,בער אורשל,בער אורשל,,,,,,,,
person0762,בער אפפענהיים,בער אפפענהיים,בער אפפענהיים,,,,,,,,
person0763,"בער בן פ""ומ ר""מ גוסדארף","בער בן פ""ומ ר""מ גוסדארף","בער בן פ""ומ ר""מ גוסדארף",,,,,,,,
person0764,בער האן,בער האן,בער האן,,,,,,,,
person0765,בער האפנהיים,בער האפנהיים,בער האפנהיים,,,,,,,,
person0766,בער ווירצבורג,בער ווירצבורג,בער ווירצבורג,,,,,,,,
person0767,בער לעמליין,בער לעמליין,בער לעמליין,,,,,,,,
person0768,בער משפליס,בער משפליס,בער משפליס,,,,,,,,
person0769,בער פליס,בער פליס,בער פליס,,,,,,,,
person0770,בער שלענקער,בער שלענקער,בער שלענקער,,,,,,,,
person0771,"בער, יודא בר""ה","בער, יודא בר""ה","בער, יודא בר""ה",,,,,,,,
person0772,"בעריש במוהר""ר משה","בעריש במוהר""ר משה","בעריש במוהר""ר משה",,,,,,,,
person0773,בעריש גינסבערג,בעריש גינסבערג,בעריש גינסבערג,,,,,,,,
person0774,"בערמן ב""ר זעליגמן מק""ב","בערמן ב""ר זעליגמן מק""ב","בערמן ב""ר זעליגמן מק""ב",,,,,,,,
person0775,"בערמן פ""ל בק""ב","בערמן פ""ל בק""ב","בערמן פ""ל בק""ב",,,,,,,,
person0776,בערנארד עדלער פאן עשקלעס,בערנארד עדלער פאן עשקלעס,בערנארד עדלער פאן עשקלעס,,,,,,,,
person0777,"בערנהארד, מאיר","בערנהארד, מאיר","בערנהארד, מאיר",,,,,,,,
person0778,"בערנהארד, מאיר","בערנהארד, מאיר","בערנהארד, מאיר",,,,,,,,
person0779,בערענד פרענקל,בערענד פרענקל,בערענד פרענקל,,,,,,,,
person0780,"בערענס בר""יל שווייצר","בערענס בר""יל שווייצר","בערענס בר""יל שווייצר",,,,,,,,
person0781,בצאל' ברנדס (דיין),בצאל' ברנדס (דיין),,,,,,,,,
person0782,"בצלאל ב""ר זלמן","בצלאל ב""ר זלמן","בצלאל ב""ר זלמן",,,,,,,,
person0783,"בראד, משה","בראד, משה","בראד, משה",,,,,,,,
person0784,"בראדינבורג, זנוויל","בראדינבורג, זנוויל (אב""ד דק""ק שטרעליץ)","בראדינבורג, זנוויל",,,,,,,,
person0785,"ברוך ב""ר שמחה צעל","ברוך ב""ר שמחה צעל","ברוך ב""ר שמחה צעל",,,,,,,,
person0786,ברוך בן בהרר מאיר,ברוך בן בהרר מאיר (הזעצר הב'... ממשפחות בעשווי'),ברוך בן בהרר מאיר,,,,,,,,
person0787,ברוך בן צבי הירש,ברוך בן צבי הירש,ברוך בן צבי הירש,,,,,,,,310742059
person0788,ברוך בערלסהיימער,ברוך בערלסהיימער,ברוך בערלסהיימער,,,,,,,,
person0789,ברוך בר שמואל,ברוך בר שמואל,ברוך בר שמואל,,,,,,,,97480789
person0790,ברוך גינסבערג,ברוך גינסבערג,ברוך גינסבערג,,,,,,,,
person0791,ברוך יונה ייסלש (רופא),ברוך יונה ייסלש (רופא),,,,,,,,,
person0792,"ברוך מק""ב","ברוך מק""ב","ברוך מק""ב",,,,,,,,
person0793,ברוך משלאחוב,ברוך משלאחוב,ברוך משלאחוב,,,,,,,,
person0794,ברוך עשווא,ברוך עשווא,ברוך עשווא,,,,,,,,
person0795,ברוך פרענקל (בחורי חמד),ברוך פרענקל (בחורי חמד),,,,,,,,,
person0796,ברוך קעסלין,ברוך קעסלין,ברוך קעסלין,,,,,,,,
person0797,"ברונשוויג, לאזי בן פו''מ ליב","ברונשוויג, לאזי בן פו""מ ליב","ברונשוויג, לאזי בן פו''מ ליב",,,,,,,,
person0798,"ברונשוויג, ליב","ברונשוויג, ליב (פו""מ)","ברונשוויג, ליב",,,,,,,,
person0799,"ברונשוויג, מאנש","ברונשוויג, מאנש","ברונשוויג, מאנש",,,,,,,,
person0800,"ברי""ל, אלחנן",,,,,,,,,Translator,
person0801,ברידער פייט,ברידער פייט,ברידער פייט,,,,,,,,
person0802,"בריחמי, משה","בריחמי, משה","בריחמי, משה",,,,,,,,
person0803,"ברימטי, משה","ברימטי, משה","ברימטי, משה",,,,,,,,
person0804,"ברלין, אנשיל","ברלין, אנשיל","ברלין, אנשיל",,,,,,,,
person0805,"ברסלא (בנו של ""הצדיק המנוח הגאון בענדיט""), ראובן בן שמואל","ברסלא (בנו של ""הצדיק המנוח הגאון בענדיט""), ראובן בן שמואל",,,,,,,,,
person0806,"ברעסלויא, ראובן בר""ש","ברעסלויא, ראובן בר""ש","ברעסלויא, ראובן בר""ש",,,,,,,,
person0807,"בשוויץ, ברוך",,,,,,,,,Mevi La'Dfus (Producer),
person0808,"גאנו, אברהם","גאנו, אברהם","גאנו, אברהם",,,,,,,,
person0809,גבריאל בן נטע אוטיץ,גבריאל בן נטע אוטיץ,גבריאל בן נטע אוטיץ,,,,,,,,
person0810,גבריאל בן נטע אוטיץ,גבריאל בן נטע אוטיץ,גבריאל בן נטע אוטיץ,,,,,,,,
person0811,גבריאל בעללאק,גבריאל בעללאק,גבריאל בעללאק,,,,,,,,
person0812,גבריאל גבר,גבריאל גבר,גבריאל גבר,,,,,,,,
person0813,גבריאל געזור,גבריאל געזור,גבריאל געזור,,,,,,,,
person0814,"גבריאל דריזן בל""ב","גבריאל דריזן בל""ב","גבריאל דריזן בל""ב",,,,,,,,
person0815,גבריאל נאטהאן וועהלע,גבריאל נאטהאן וועהלע,גבריאל נאטהאן וועהלע,,,,,,,,
person0816,גבריאל פרענקל פרימוס,גבריאל פרענקל פרימוס,,,,,,,,,
person0817,גדלי' זיסקינד,גדלי' זיסקינד,גדלי' זיסקינד,,,,,,,,
person0818,גדליה בן משה,,,,,,,,,"Author,Translator",312344356
person0819,גדליה מאברזיטצקא,,,,,,,,,Translator,
person0820,גומפל פאצדאם,גומפל פאצדאם,גומפל פאצדאם,,,,,,,,
person0821,"גומפל, מרדכי","גומפל, מרדכי","גומפל, מרדכי",,,,,,,,308273850
person0822,"גומפריך עטטנהיים, פ""ומ","גומפריך עטטנהיים, פ""ומ","גומפריך עטטנהיים, פ""ומ",,,,,,,,
person0823,גוסטאף השלישי,"גוסטאף השלישי, מלך שוודיה",גוסטאף השלישי,,,,,,,,
person0824,"גס, משה ב""ר בערמן","גס, משה ב""ר בערמן","גס, משה ב""ר בערמן",,,,,,,,
