Uniqe ID,Title,Mentioned in book,Mentionee,Description of mentionee,Location city of mentionee
mentionee417,וואלף צבי,אמרי שפר,וואלף צבי,Subscriber,Berlin
mentionee418,"Kaulla, Wolf",אמרי שפר,"Kaulla, Wolf",Subscriber,Stuttgart
mentionee419,"Kaulla, Wolf",אמרי שפר,"Kaulla, Wolf",Subscriber,Hechingen
mentionee420,(Dr. med.) ווארבורג,אמרי שפר,(Dr. med.) ווארבורג,Subscriber,Breslau
mentionee421,ווייזעלס עללינגען,אמרי שפר,ווייזעלס עללינגען,Subscriber,Würzburg
mentionee422,"Wilhelm, Wertheimstein (Edler von Wertheimstein)",אמרי שפר,"Wilhelm, Wertheimstein (Edler von Wertheimstein)",Subscriber,Vienna
mentionee423,דוד ווערטהיים,אמרי שפר,דוד ווערטהיים,Subscriber,Vienna
mentionee424,"Wertheimstein, Hermann von (Edler von)",אמרי שפר,"Wertheimstein, Hermann von (Edler von)",Subscriber,Vienna
mentionee425,זאב וואלף גאלדענבערג,אמרי שפר,זאב וואלף גאלדענבערג,Subscriber,Brody
mentionee426,"זונדל ב""ר הירש",אמרי שפר,"זונדל ב""ר הירש",Subscriber,Berlin
mentionee427,"Oppenheim, Sigmund",אמרי שפר,"Oppenheim, Sigmund",Subscriber,Vienna
mentionee428,זימל גונציהויזען,אמרי שפר,זימל גונציהויזען,Subscriber,Hechingen
mentionee429,זימן אייזק עסטענפעלד,אמרי שפר,זימן אייזק עסטענפעלד,Subscriber,Würzburg
mentionee430,זיסקינד קאליר,אמרי שפר,זיסקינד קאליר,Subscriber,Brody
mentionee431,"זכרי' בר""פ קליף ז""ל",אמרי שפר,"זכרי' בר""פ קליף ז""ל",Subscriber,Fürth
mentionee432,"Kaulla, Salman",אמרי שפר,"Kaulla, Salman",Subscriber,Hechingen
mentionee433,זלמן בעער,אמרי שפר,זלמן בעער,Subscriber,
mentionee434,"זלמן דש""ט",אמרי שפר,"זלמן דש""ט",Subscriber,Hechingen
mentionee435,"זלמן הירש ב""ר יוסף ליב נייאבורג",אמרי שפר,"זלמן הירש ב""ר יוסף ליב נייאבורג",Subscriber,Fürth
mentionee436,זלמן טעדעסקא,אמרי שפר,זלמן טעדעסקא,Subscriber,Prague
mentionee437,זלמן ליב אקס,אמרי שפר,זלמן ליב אקס,Subscriber,Senftenberg
mentionee438,זלמן פרידבערג,אמרי שפר,זלמן פרידבערג,Subscriber,Breslau
mentionee439,זלמן שווייצר,אמרי שפר,זלמן שווייצר,Subscriber,Fürth
mentionee440,"זנוויל אשר, פ""ומ",אמרי שפר,"זנוויל אשר, פ""ומ",Subscriber,Fürth
mentionee441,"זנוויל בר""א פ""פ",אמרי שפר,"זנוויל בר""א פ""פ",Subscriber,Berlin
mentionee442,זנוויל וויינשענק,אמרי שפר,זנוויל וויינשענק,Subscriber,Fürth
mentionee443,זנוויל עטהויסען,אמרי שפר,זנוויל עטהויסען,Subscriber,Würzburg
mentionee444,זעליג בער הארשיטץ,אמרי שפר,זעליג בער הארשיטץ,Subscriber,Prague
mentionee445,זעליג שטיינבאך,אמרי שפר,זעליג שטיינבאך,Subscriber,Rawa
mentionee446,זעליגמן אולמאן,אמרי שפר,זעליגמן אולמאן,Subscriber,Würzburg
mentionee447,זעליגמן דיטלבאך,אמרי שפר,זעליגמן דיטלבאך,Subscriber,Fürth
mentionee448,"זעליגמן עטטלינגען, פ""ומ",אמרי שפר,"זעליגמן עטטלינגען, פ""ומ",Subscriber,Karlsruhe
mentionee449,זעקל רעגענסבורג,אמרי שפר,זעקל רעגענסבורג,Subscriber,Hechingen
mentionee450,חיים אדלער,אמרי שפר,חיים אדלער,Subscriber,Bielau
mentionee451,חיים האלבערשטאם,אמרי שפר,חיים האלבערשטאם,Subscriber,Brody
mentionee452,ט' שטיינסבערג,אמרי שפר,ט' שטיינסבערג,Subscriber,Vienna
mentionee453,"טעבלי ב""ר קאפיל ריס",אמרי שפר,"טעבלי ב""ר קאפיל ריס",Subscriber,Berlin
mentionee454,יאאכים היים,אמרי שפר,יאאכים היים,Subscriber,Vienna
mentionee455,"Herzenskron, Joachim",אמרי שפר,"Herzenskron, Joachim",Subscriber,Vienna
mentionee456,יאאכים הערש,אמרי שפר,יאאכים הערש,Subscriber,Vienna
mentionee457,יאאכים וויינמייער,אמרי שפר,יאאכים וויינמייער,Subscriber,Triesch
mentionee458,"Hönig, Joachim (Edler von Hönigsberg)",אמרי שפר,"Hönig, Joachim (Edler von Hönigsberg)",Subscriber,Vienna
mentionee459,יאול יאכימסטהאל,אמרי שפר,יאול יאכימסטהאל,Subscriber,Breslau
mentionee460,יאזעף אפפנהיים,אמרי שפר,יאזעף אפפנהיים,Subscriber,Vienna
mentionee461,"Arnstein, Josef",אמרי שפר,"Arnstein, Josef",Subscriber,Vienna
mentionee462,יאזעף ברוך,אמרי שפר,יאזעף ברוך,Subscriber,
mentionee463,יאזעף גרינבוים,אמרי שפר,יאזעף גרינבוים,Subscriber,Krakow
mentionee464,יאזעף הירש,אמרי שפר,יאזעף הירש,Subscriber,Vienna
mentionee465,יאזעף הירשפעלד,אמרי שפר,יאזעף הירשפעלד,Subscriber,Pressburg/Bratislava
mentionee466,יאזעף ווייסענבערג,אמרי שפר,יאזעף ווייסענבערג,Subscriber,Bielitz
mentionee467,יאזעף לאצארוס לעווי,אמרי שפר,יאזעף לאצארוס לעווי,Subscriber,Hohenems
mentionee468,יאזעף לעווי,אמרי שפר,יאזעף לעווי,Subscriber,Vienna
mentionee469,יאזעף מאזעס קאהן,אמרי שפר,יאזעף מאזעס קאהן,Subscriber,Pressburg/Bratislava
mentionee470,יאזעף מארקברייטער,אמרי שפר,יאזעף מארקברייטער,Subscriber,Ragendorf
mentionee471,"Wertheimstein, Josef (Edler von Wertheimstein)",אמרי שפר,"Wertheimstein, Josef (Edler von Wertheimstein)",Subscriber,Vienna
mentionee472,יאזעף קינדערפריינד,אמרי שפר,יאזעף קינדערפריינד,Subscriber,Prague
mentionee473,יאנאטהאן הארשיטצער,אמרי שפר,יאנאטהאן הארשיטצער,Subscriber,Reschow
mentionee474,יאנאס מיללער,אמרי שפר,יאנאס מיללער,Subscriber,Mesritsch
mentionee475,יאנאס פירטה,אמרי שפר,יאנאס פירטה,Subscriber,Prague
mentionee476,יאסעף ליידעסדארפער,אמרי שפר,יאסעף ליידעסדארפער,Subscriber,Vienna
mentionee477,יאסעף לעהמאן,אמרי שפר,יאסעף לעהמאן,Subscriber,Vienna
mentionee478,יאסעף שטרים,אמרי שפר,יאסעף שטרים,Subscriber,Vienna
mentionee479,יאקאב אדלער,אמרי שפר,יאקאב אדלער,Subscriber,Krakow
mentionee480,יאקאב אפפענהיים,אמרי שפר,יאקאב אפפענהיים,Subscriber,Vienna
mentionee481,יאקאב גאטטליעב,אמרי שפר,יאקאב גאטטליעב,Subscriber,Trebitsch
mentionee482,יאקאב ווערטהיים (Dr. jur.),אמרי שפר,יאקאב ווערטהיים (Dr. jur.),Subscriber,Vienna
mentionee483,יאקאב ליידענסדארף,אמרי שפר,יאקאב ליידענסדארף,Subscriber,Vienna
mentionee484,יאקאב סאקידלאוו,אמרי שפר,יאקאב סאקידלאוו,Subscriber,Kolin
mentionee485,יאקאב ק' סוידעק,אמרי שפר,יאקאב ק' סוידעק,Subscriber,Kolin
mentionee486,"Kaulla, Kacob",אמרי שפר,"Kaulla, Kacob",Subscriber,Stuttgart
mentionee487,"Jacobson, Israel",אמרי שפר,"Jacobson, Israel",Subscriber,Braunschweig
mentionee488,"יאקב פעסילש, פ""וג",אמרי שפר,"יאקב פעסילש, פ""וג",Subscriber,Fürth
mentionee489,יאקב צוקרמאן,אמרי שפר,יאקב צוקרמאן,Subscriber,Breslau
mentionee490,"יהודא ס""גל לנדא",אמרי שפר,"יהודא ס""גל לנדא",Subscriber,Brody
mentionee491,"יהודא ס""גל נאטנזאהן",אמרי שפר,"יהודא ס""גל נאטנזאהן",Subscriber,Brody
mentionee492,יהושיע הערצבערג,אמרי שפר,יהושיע הערצבערג,Subscriber,Brody
mentionee493,"יהושיע ס""גל נאטנזאהן",אמרי שפר,"יהושיע ס""גל נאטנזאהן",Subscriber,Brody
mentionee494,יהושיע שיפער,אמרי שפר,יהושיע שיפער,Subscriber,Brody
mentionee495,"יהושע בר""י",אמרי שפר,"יהושע בר""י",Subscriber,Dresden
mentionee496,"יודא ב""בה ר""ל, ר""ק",אמרי שפר,"יודא ב""בה ר""ל, ר""ק",Subscriber,Friedrichsfeld
mentionee497,יוזל ווערטהיימר,אמרי שפר,יוזל ווערטהיימר,Subscriber,Fürth
mentionee498,יוזל נחמן,אמרי שפר,יוזל נחמן,Subscriber,Rakonitz
mentionee499,יוסף אמשטערדאם,אמרי שפר,יוסף אמשטערדאם,Subscriber,Karlsruhe
mentionee500,"יוסף בהג""און אב""ד נ""רו",אמרי שפר,"יוסף בהג""און אב""ד נ""רו",Subscriber,Fürth
mentionee501,"יוסף בן פ""ומ ר' לעמלי כהן",אמרי שפר,"יוסף בן פ""ומ ר' לעמלי כהן",Subscriber,Fürth
mentionee502,"יוסף בר""ם פרעגר",אמרי שפר,"יוסף בר""ם פרעגר",Subscriber,Berlin
mentionee503,יוסף דעמוטה,אמרי שפר,יוסף דעמוטה,Subscriber,Berlin
mentionee504,יוסף ליב בראנדיס,אמרי שפר,יוסף ליב בראנדיס,Subscriber,Fürth
mentionee505,יוסף מייער,אמרי שפר,יוסף מייער,Subscriber,Kuttenplan
mentionee506,יוסף עטטלינגען,אמרי שפר,יוסף עטטלינגען,Subscriber,Karlsruhe
mentionee507,יוסף קאהן,אמרי שפר,יוסף קאהן,Subscriber,Breslau
mentionee508,"יוסף שטעטע, פ""ומ",אמרי שפר,"יוסף שטעטע, פ""ומ",Subscriber,Fürth
mentionee509,"Jeitteles, Baruch (Benedict)",אמרי שפר,"Jeitteles, Baruch (Benedict)",Subscriber,Prague
mentionee510,"Jeitteles, Ignaz",אמרי שפר,"Jeitteles, Ignaz",Subscriber,Prague
mentionee511,"Jeitteles, Juda",אמרי שפר,"Jeitteles, Juda",Subscriber,Prague
mentionee512,יעקב אללענדארף,אמרי שפר,יעקב אללענדארף,Subscriber,Breslau
mentionee513,"יעקב ב""ה יו""טב",אמרי שפר,"יעקב ב""ה יו""טב",Subscriber,Würzburg
mentionee514,"יעקב ב""ה מאיר",אמרי שפר,"יעקב ב""ה מאיר",Subscriber,Würzburg
mentionee515,"יעקב בה""רר יוספא",אמרי שפר,"יעקב בה""רר יוספא",Subscriber,Hechingen
mentionee516,יעקב בלאך,אמרי שפר,יעקב בלאך,Subscriber,Breslau
mentionee517,יעקב בעריש בערנשטיין,אמרי שפר,יעקב בעריש בערנשטיין,Subscriber,Brody
mentionee518,יעקב האנק,אמרי שפר,יעקב האנק,Subscriber,Fürth
mentionee519,יעקב הארן,אמרי שפר,יעקב הארן,Subscriber,Böhmisch Leipa
mentionee520,יעקב הירש קאסט,אמרי שפר,יעקב הירש קאסט,Subscriber,Brody
mentionee521,יעקב וואלף מקאזיבע,אמרי שפר,יעקב וואלף מקאזיבע,Subscriber,Brody
mentionee522,"יעקב ליב פורכהיים, גב""צר",אמרי שפר,"יעקב ליב פורכהיים, גב""צר",Subscriber,Fürth
mentionee523,יעקב ליב פרענקל,אמרי שפר,יעקב ליב פרענקל,Subscriber,Brody
mentionee524,יעקב לעווי,אמרי שפר,יעקב לעווי,Subscriber,Rakonitz
mentionee525,יעקב לעווענשטיין,אמרי שפר,יעקב לעווענשטיין,Subscriber,Brody
mentionee526,"יעקב ס""גל נאטנזאהן",אמרי שפר,"יעקב ס""גל נאטנזאהן",Subscriber,Brody
mentionee527,יעקב פפארצהיים,אמרי שפר,יעקב פפארצהיים,Subscriber,Karlsruhe
mentionee528,יעקב קוסיל,אמרי שפר,יעקב קוסיל,Subscriber,Karlsruhe
mentionee529,יעקב שאף,אמרי שפר,יעקב שאף,Subscriber,Brody
mentionee530,יעקבקא הלוי לנדא,אמרי שפר,יעקבקא הלוי לנדא,Subscriber,Brody
mentionee531,יעקעל בעכער,אמרי שפר,יעקעל בעכער,Subscriber,Böhmisch Leipa
mentionee532,יצחק בלאך,אמרי שפר,יצחק בלאך,Subscriber,Breslau
mentionee533,ירמי' דוסענזי,אמרי שפר,ירמי' דוסענזי,Subscriber,Wamburg
mentionee534,ישעי' בראנדיס,אמרי שפר,ישעי' בראנדיס,Subscriber,Fürth
mentionee535,ישעי' לוי,אמרי שפר,ישעי' לוי,Subscriber,Karlsruhe
mentionee536,ישעי' פאלאק,אמרי שפר,ישעי' פאלאק,Subscriber,
mentionee537,ישראל בער,אמרי שפר,ישראל בער,Subscriber,Brody
mentionee538,ישראל בערינשטיין,אמרי שפר,ישראל בערינשטיין,Subscriber,Brody
mentionee539,ישראל ליב שולהאף,אמרי שפר,ישראל ליב שולהאף,Subscriber,Neuzedlisch
mentionee540,ישראל פראנק,אמרי שפר,ישראל פראנק,Subscriber,Breslau
mentionee541,ל' לעסינג (Dr. med.),אמרי שפר,ל' לעסינג (Dr. med.),Subscriber,Kanischa
mentionee542,"Lobethal, Avigdor",אמרי שפר,"Lobethal, Avigdor",Subscriber,Breslau
mentionee543,לאזער ביעדערמאן,אמרי שפר,לאזער ביעדערמאן,Subscriber,Vienna
mentionee544,לאצאר ברייטלענפעלד,אמרי שפר,לאצאר ברייטלענפעלד,Subscriber,Reichenberg
mentionee545,לאצאר טרייפוס,אמרי שפר,לאצאר טרייפוס,Subscriber,Strasbourg
mentionee546,"Wertheimstein, Lazar (Edler von Wertheimstein)",אמרי שפר,"Wertheimstein, Lazar (Edler von Wertheimstein)",Subscriber,Vienna
mentionee547,לואיס עפפינגער,אמרי שפר,לואיס עפפינגער,Subscriber,Vienna
mentionee548,"ליב בן פ""ומ ר' זכרי' קליף",אמרי שפר,"ליב בן פ""ומ ר' זכרי' קליף",Subscriber,Fürth
mentionee549,"ליב בר""ם אפפענהיימער",אמרי שפר,"ליב בר""ם אפפענהיימער",Subscriber,Breslau
mentionee550,ליב דאהם,אמרי שפר,ליב דאהם,Subscriber,Breslau
mentionee551,ליב דרעזדען,אמרי שפר,ליב דרעזדען,Subscriber,Halberstadt
mentionee552,ליב הארצפעלד,אמרי שפר,ליב הארצפעלד,Subscriber,Vienna
mentionee553,ליב הומבורג,אמרי שפר,ליב הומבורג,Subscriber,Karlsruhe
mentionee554,ליב קראנקע,אמרי שפר,ליב קראנקע,Subscriber,Berlin
mentionee555,ליבש אברמאוויץ,אמרי שפר,ליבש אברמאוויץ,Subscriber,Brody
mentionee556,ליבש בערינשטיין,אמרי שפר,ליבש בערינשטיין,Subscriber,Brody
mentionee557,ליבש פשעווערסקער,אמרי שפר,ליבש פשעווערסקער,Subscriber,Brody
mentionee558,ליזר קרא,אמרי שפר,ליזר קרא,Subscriber,Breslau
mentionee559,"Lindau, Baruch",אמרי שפר,"Lindau, Baruch",Subscriber,Berlin
mentionee560,ליפמאן אלעקסאנדר,אמרי שפר,ליפמאן אלעקסאנדר,Subscriber,Berlin
mentionee561,ליפמן אויבינבאכר,אמרי שפר,ליפמן אויבינבאכר,Subscriber,Fürth
mentionee562,ליפמן בערלין (Hofrat),אמרי שפר,ליפמן בערלין (Hofrat),Subscriber,Breslau
mentionee563,"ליפמן ר""ק",אמרי שפר,"ליפמן ר""ק",Subscriber,Fürth
mentionee564,לעאנהערד געץ,אמרי שפר,לעאנהערד געץ,Subscriber,Vienna
mentionee565,"לעאפאלד, עדלער פאן הערץ",אמרי שפר,"לעאפאלד, עדלער פאן הערץ",Subscriber,Vienna
mentionee566,לעוו באבעללע,אמרי שפר,לעוו באבעללע,Subscriber,Neuhaus
mentionee567,לעווינגער,אמרי שפר,לעווינגער,Subscriber,Vienna
mentionee568,לעווענטהאל,אמרי שפר,לעווענטהאל,Subscriber,Tismenitsa
mentionee569,לעזער קליינבערג,אמרי שפר,לעזער קליינבערג,Subscriber,Drohobytsch
mentionee570,לעזער ראטטענבערג,אמרי שפר,לעזער ראטטענבערג,Subscriber,Drohobytsch
mentionee571,"לעמלי בן פ""ומ ר""מ ג""ר",אמרי שפר,"לעמלי בן פ""ומ ר""מ ג""ר",Subscriber,Fürth
mentionee572,מ' אי' ליידעסדארף,אמרי שפר,מ' אי' ליידעסדארף,Subscriber,Vienna
mentionee573,מ' ג' פירטה,אמרי שפר,מ' ג' פירטה,Subscriber,Vienna
mentionee574,מ' ל' גאלדשמיעד,אמרי שפר,מ' ל' גאלדשמיעד,Subscriber,Prague
mentionee575,מ' עטטינגער,אמרי שפר,מ' עטטינגער,Subscriber,Vienna
mentionee576,"Kaulla, Karoline (Chaile)",אמרי שפר,"Kaulla, Karoline (Chaile)",Subscriber,Stuttgart
mentionee577,"מאדאם קילא אלמנת ר' יקותיאל פו""מ",אמרי שפר,"מאדאם קילא אלמנת ר' יקותיאל פו""מ",Subscriber,Karlsruhe
mentionee578,"מאדאם קרינלה אלמנת ר""י אמספארט",אמרי שפר,"מאדאם קרינלה אלמנת ר""י אמספארט",Subscriber,Fürth
mentionee579,מאדאם רייצל יאעל,אמרי שפר,מאדאם רייצל יאעל,Subscriber,Senftenberg
mentionee580,מאדאם שארלאטטע דוקאס,אמרי שפר,מאדאם שארלאטטע דוקאס,Subscriber,Eger
mentionee581,"Bondi, Moses",אמרי שפר,"Bondi, Moses",Subscriber,Prague
mentionee582,"Beer, Moses",אמרי שפר,"Beer, Moses",Subscriber,Dresden
mentionee583,מאזעס גרינבוים,אמרי שפר,מאזעס גרינבוים,Subscriber,Bielitz
mentionee584,מאזעס טויבער,אמרי שפר,מאזעס טויבער,Subscriber,Triesch
mentionee585,"Koppel, Moses",אמרי שפר,"Koppel, Moses",Subscriber,Dresden
mentionee586,מאזעס מאהל (Dr. med.),אמרי שפר,מאזעס מאהל (Dr. med.),Subscriber,Lemberg
mentionee587,מאזעס קאבלענצער,אמרי שפר,מאזעס קאבלענצער,Subscriber,Vienna
mentionee588,מאזעס קאסאוויטץ קאפפעלמאן,אמרי שפר,מאזעס קאסאוויטץ קאפפעלמאן,Subscriber,Prague
mentionee589,מאזעס שטראנע,אמרי שפר,מאזעס שטראנע,Subscriber,Lemberg
mentionee590,מאי בער,אמרי שפר,מאי בער,Subscriber,Brody
mentionee591,מאייועס בראדא,אמרי שפר,מאייועס בראדא,Subscriber,Nikolsburg
mentionee592,מאייער בייאפוס,אמרי שפר,מאייער בייאפוס,Subscriber,Vienna
mentionee593,מאייער ס' רעגענסבורגער,אמרי שפר,מאייער ס' רעגענסבורגער,Subscriber,Stuttgart
mentionee594,מאיר אויערבאך,אמרי שפר,מאיר אויערבאך,Subscriber,Karlsruhe
mentionee595,מאיר אסטערזעטצער,אמרי שפר,מאיר אסטערזעטצער,Subscriber,Brody
mentionee596,"Arnstein, Meier",אמרי שפר,"Arnstein, Meier",Subscriber,Vienna
mentionee597,"מאיר ב""ה",אמרי שפר,"מאיר ב""ה",Subscriber,Brody
mentionee598,מאיר בישיטץ,אמרי שפר,מאיר בישיטץ,Subscriber,Kreisch
mentionee599,מאיר בער,אמרי שפר,מאיר בער,Subscriber,Brody
mentionee600,מאיר בעריל,אמרי שפר,מאיר בעריל,Subscriber,Breslau
mentionee601,מאיר חיות,אמרי שפר,מאיר חיות,Subscriber,Brody
mentionee602,מאיר נאדלער,אמרי שפר,מאיר נאדלער,Subscriber,Tachau
mentionee603,"Kaulla, Meier",אמרי שפר,"Kaulla, Meier",Subscriber,Hechingen
mentionee604,מאיר ראובנס,אמרי שפר,מאיר ראובנס,Subscriber,Berlin
mentionee605,מאיר ראוויץ,אמרי שפר,מאיר ראוויץ,Subscriber,Brody
mentionee606,מאיר שלעזינגר,אמרי שפר,מאיר שלעזינגר,Subscriber,Berlin
mentionee607,מאנדעל סאללאן,אמרי שפר,מאנדעל סאללאן,Subscriber,Jaroslaw
mentionee608,"מאניס בר""א גבר",אמרי שפר,"מאניס בר""א גבר",Subscriber,Berlin
mentionee609,"Hönig, Max (Edler von Hönig)",אמרי שפר,"Hönig, Max (Edler von Hönig)",Subscriber,Vienna
mentionee610,מאקסמיליאן טרעביטש,אמרי שפר,מאקסמיליאן טרעביטש,Subscriber,Vilnius
mentionee611,מאקסעל אשער,אמרי שפר,מאקסעל אשער,Subscriber,Vienna
mentionee612,מאריץ קאבלענצער,אמרי שפר,מאריץ קאבלענצער,Subscriber,Pest
mentionee613,מארקוס אפענהיימער,אמרי שפר,מארקוס אפענהיימער,Subscriber,Vienna
mentionee614,מארקוס באסקאוויטץ,אמרי שפר,מארקוס באסקאוויטץ,Subscriber,Buda
mentionee615,מארקוס ביילל,אמרי שפר,מארקוס ביילל,Subscriber,Kuttenplan
mentionee616,מארקוס זעליגסבערג,אמרי שפר,מארקוס זעליגסבערג,Subscriber,Eger
mentionee617,"מארקוס טורנויער, ר""בד ור""הק",אמרי שפר,"מארקוס טורנויער, ר""בד ור""הק",Subscriber,Triesch
mentionee618,מארקוס ליידעסדארפער,אמרי שפר,מארקוס ליידעסדארפער,Subscriber,Vienna
mentionee619,מארקוס סוידעק,אמרי שפר,מארקוס סוידעק,Subscriber,Kolin
mentionee620,מארקוס ענגעלענדער,אמרי שפר,מארקוס ענגעלענדער,Subscriber,Eisenstadt
mentionee621,מארקוס פפייפער,אמרי שפר,מארקוס פפייפער,Subscriber,Stuttgart
mentionee622,מארקוס פרענקעל,אמרי שפר,מארקוס פרענקעל,Subscriber,Lemberg
mentionee623,מארקוס שטראסער,אמרי שפר,מארקוס שטראסער,Subscriber,Ragendorf
mentionee624,מארקוס שלעזינגער,אמרי שפר,מארקוס שלעזינגער,Subscriber,Turnau
mentionee625,מארקס הירש האנויא,אמרי שפר,מארקס הירש האנויא,Subscriber,Würzburg
mentionee626,מארקס זאלמאן גאלדשטיקר,אמרי שפר,מארקס זאלמאן גאלדשטיקר,Subscriber,Würzburg
mentionee627,מיינסטר בעק,אמרי שפר,מיינסטר בעק,Subscriber,Nikolsburg
mentionee628,מיכאל יאווירעווער,אמרי שפר,מיכאל יאווירעווער,Subscriber,Breslau
mentionee629,מיכאל יוזעפא,אמרי שפר,מיכאל יוזעפא,Subscriber,Breslau
mentionee630,מיכאל פרייהאן,אמרי שפר,מיכאל פרייהאן,Subscriber,Breslau
mentionee631,מיכל טייגער,אמרי שפר,מיכל טייגער,Subscriber,Brody
mentionee632,מיכל ליבנויער,אמרי שפר,מיכל ליבנויער,Subscriber,Senftenberg
mentionee633,מיכעל סימאנס,אמרי שפר,מיכעל סימאנס,Subscriber,Vienna
mentionee634,"Kaskel, Michel",אמרי שפר,"Kaskel, Michel",Subscriber,Dresden
mentionee635,מילבערג,אמרי שפר,מילבערג,Subscriber,Vienna
mentionee636,"מענדל בר""י",אמרי שפר,"מענדל בר""י",Subscriber,Dresden
mentionee637,מענדל ווערטהיימר,אמרי שפר,מענדל ווערטהיימר,Subscriber,Fürth
mentionee638,מענדל זעללער,אמרי שפר,מענדל זעללער,Subscriber,Kuttenplan
mentionee639,מענדל עטטינגר,אמרי שפר,מענדל עטטינגר,Subscriber,Breslau
mentionee640,מענדל שפירא,אמרי שפר,מענדל שפירא,Subscriber,Brody
mentionee641,"מרדכי בר""ש",אמרי שפר,"מרדכי בר""ש",Subscriber,Brody
mentionee642,מרדכי האדאראווער,אמרי שפר,מרדכי האדאראווער,Subscriber,Brody
mentionee643,מרדכי לוי,אמרי שפר,מרדכי לוי,Subscriber,Tachau
mentionee644,מרדכי מאוש גואהלענער,אמרי שפר,מרדכי מאוש גואהלענער,Subscriber,Brody
mentionee645,מרדכי פערלהעפטער,אמרי שפר,מרדכי פערלהעפטער,Subscriber,Senftenberg
mentionee646,מרדכי צבי הירש ביק,אמרי שפר,מרדכי צבי הירש ביק,Subscriber,Brody
mentionee647,משה איסר אבאמארע,אמרי שפר,משה איסר אבאמארע,Subscriber,Brody
mentionee648,"משה ב""רר א""ר",אמרי שפר,"משה ב""רר א""ר",Subscriber,Fürth
mentionee649,משה ביג,אמרי שפר,משה ביג,Subscriber,Berlin
mentionee650,"משה בר""ן",אמרי שפר,"משה בר""ן",Subscriber,Breslau
mentionee651,משה גונצנהויזן,אמרי שפר,משה גונצנהויזן,Subscriber,Fürth
mentionee652,"משה גוסדארף, פ""ומ",אמרי שפר,"משה גוסדארף, פ""ומ",Subscriber,Fürth
mentionee653,משה הירש קעניגסהאף,אמרי שפר,משה הירש קעניגסהאף,Subscriber,Würzburg
mentionee654,משה וויזיל,אמרי שפר,משה וויזיל,Subscriber,Brody
mentionee655,משה לאפיטינער,אמרי שפר,משה לאפיטינער,Subscriber,Brody
mentionee656,משה ליב,אמרי שפר,משה ליב,Subscriber,Karlsruhe
mentionee657,משה ליב פוקס,אמרי שפר,משה ליב פוקס,Subscriber,Prague
mentionee658,משה ליראחאווער,אמרי שפר,משה ליראחאווער,Subscriber,Berlin
mentionee659,משה מארקברייטר,אמרי שפר,משה מארקברייטר,Subscriber,Vienna
mentionee660,משה מייער,אמרי שפר,משה מייער,Subscriber,Kuttenplan
mentionee661,"משה נ""וו",אמרי שפר,"משה נ""וו",Subscriber,Hechingen
mentionee662,"משה ע""ש נחמן קארנפעלד",אמרי שפר,"משה ע""ש נחמן קארנפעלד",Subscriber,Brody
mentionee663,משה פאלאק,אמרי שפר,משה פאלאק,Subscriber,Breslau
mentionee664,משה פליישער,אמרי שפר,משה פליישער,Subscriber,
mentionee665,משה רוקה נחמי' לאקס,אמרי שפר,משה רוקה נחמי' לאקס,Subscriber,Breslau
mentionee666,"Arnstein, Nathan Adam (Freiherr von Arnstein)",אמרי שפר,"Arnstein, Nathan Adam (Freiherr von Arnstein)",Subscriber,Vienna
mentionee667,"Kaulla, Nathan Wolf",אמרי שפר,"Kaulla, Nathan Wolf",Subscriber,Stuttgart
mentionee668,נאטהאן טורנויער,אמרי שפר,נאטהאן טורנויער,Subscriber,Triesch
mentionee669,נאטהאן מאייער,אמרי שפר,נאטהאן מאייער,Subscriber,Vienna
mentionee670,"Neumann, Israel Moses (Inspektor und Oberlehrer)",אמרי שפר,"Neumann, Israel Moses (Inspektor und Oberlehrer)",Subscriber,Breslau
mentionee671,נחמן פיניליס,אמרי שפר,נחמן פיניליס,Subscriber,Breslau
mentionee672,נחמן קראחמאלניק,אמרי שפר,נחמן קראחמאלניק,Subscriber,Brody
mentionee673,"נטע אויברנדארף, גב""צר",אמרי שפר,"נטע אויברנדארף, גב""צר",Subscriber,Fürth
mentionee674,נטע לאבעטהאל,אמרי שפר,נטע לאבעטהאל,Subscriber,Breslau
mentionee675,"Nachod, Naftali",אמרי שפר,"Nachod, Naftali",Subscriber,Dresden
mentionee676,נתן האמבערג,אמרי שפר,נתן האמבערג,Subscriber,Brody
mentionee677,"Kaulla, Salomon Hirsch",אמרי שפר,"Kaulla, Salomon Hirsch",Subscriber,Stuttgart
mentionee678,סאלאמאן ווארמסער,אמרי שפר,סאלאמאן ווארמסער,Subscriber,Vienna
mentionee679,סאלאמאן פרייזאך,אמרי שפר,סאלאמאן פרייזאך,Subscriber,Vienna
mentionee680,סאלאמאן פרעשעל,אמרי שפר,סאלאמאן פרעשעל,Subscriber,Brody
mentionee681,"סאלאמאן, עדלער פאן הערץ (Edler von)",אמרי שפר,"סאלאמאן, עדלער פאן הערץ (Edler von)",Subscriber,Vienna
mentionee682,סאלם מיללער,אמרי שפר,סאלם מיללער,Subscriber,Vienna
mentionee683,סאמועל אפפענהיים,אמרי שפר,סאמועל אפפענהיים,Subscriber,Vienna
mentionee684,סאמועל גאטטליעב,אמרי שפר,סאמועל גאטטליעב,Subscriber,Vienna
mentionee685,סאמועל דעטמטלד,אמרי שפר,סאמועל דעטמטלד,Subscriber,Vienna
