Uniqe ID,Title,Mentioned in book,Mentionee,Description of mentionee,Location city of mentionee
mentionee1677,"בערנהארד, מאיר",ספר תהלים,"בערנהארד, מאיר",Subscriber,Königsberg
mentionee1678,"בראד, משה",ספר תהלים,"בראד, משה",Subscriber,
mentionee1679,"ברימטי, משה",ספר תהלים,"ברימטי, משה",Subscriber,Nimwegen
mentionee1680,גרשון ברוינשווייג,ספר תהלים,גרשון ברוינשווייג,Subscriber,
mentionee1681,"דוד ב""ר הלל פ""ש",ספר תהלים,"דוד ב""ר הלל פ""ש",Subscriber,
mentionee1682,"האן, משה בר""י",ספר תהלים,"האן, משה בר""י",Subscriber,Hamburg
mentionee1683,"הומברג, איסר",ספר תהלים,"הומברג, איסר",Subscriber,
mentionee1684,הירץ,ספר תהלים,הירץ,Subscriber,
mentionee1685,"הירץ בר""מ",ספר תהלים,"הירץ בר""מ",Subscriber,Frankfurt/Oder
mentionee1686,"הירש בר""נ",ספר תהלים,"הירש בר""נ",Subscriber,Berlin
mentionee1687,"העלפט, איזק",ספר תהלים,"העלפט, איזק",Subscriber,Berlin
mentionee1688,ואקס,ספר תהלים,ואקס,Subscriber,
mentionee1689,"זלמן פ""ד",ספר תהלים,"זלמן פ""ד",Subscriber,Berlin
mentionee1690,"זנוויל בר""נ",ספר תהלים,"זנוויל בר""נ",Subscriber,Berlin
mentionee1691,"חיים ב""ר הירץ",ספר תהלים,"חיים ב""ר הירץ",Subscriber,Dessau
mentionee1692,"חיים בר""א יורש",ספר תהלים,"חיים בר""א יורש",Subscriber,
mentionee1693,"חיים בר""י סופר",ספר תהלים,"חיים בר""י סופר",Subscriber,
mentionee1694,חיים לאנצבורג,ספר תהלים,חיים לאנצבורג,Subscriber,Berlin
mentionee1695,"חלפן, דניאל בר""ש",ספר תהלים,"חלפן, דניאל בר""ש",Subscriber,Berlin
mentionee1696,"טויסק, ישראל",ספר תהלים,"טויסק, ישראל",Subscriber,
mentionee1697,"טעבלי פ""ד",ספר תהלים,"טעבלי פ""ד",Subscriber,
mentionee1698,יאקב בר יוזפה,ספר תהלים,יאקב בר יוזפה,Subscriber,ראנינבורג
mentionee1699,יואל האללי,ספר תהלים,יואל האללי,Subscriber,Berlin
mentionee1700,"יודל בר""ל",ספר תהלים,"יודל בר""ל",Subscriber,Brody
mentionee1701,Joseph Simon Muhr,ספר תהלים,Joseph Simon Muhr,Subscriber,Berlin
mentionee1702,"Mendelssohn, Joseph",ספר תהלים,"Mendelssohn, Joseph",Subscriber,Berlin
mentionee1703,"יחיאל מק""ב",ספר תהלים,"יחיאל מק""ב",Subscriber,
mentionee1704,"יעקב בער כ""ץ",ספר תהלים,"יעקב בער כ""ץ",Subscriber,Glogau
mentionee1705,"יעקב בר""יס בש""רל",ספר תהלים,"יעקב בר""יס בש""רל",Subscriber,
mentionee1706,"יעקב בר""ש",ספר תהלים,"יעקב בר""ש",Subscriber,אמשניץ
mentionee1707,"Moses, Jacob",ספר תהלים,"Moses, Jacob",Subscriber,Berlin
mentionee1708,"Itzig (Oberlandesältester), Daniel (Jaffe)",ספר תהלים,"Itzig (Oberlandesältester), Daniel (Jaffe)",Subscriber,Berlin
mentionee1709,"ישראל בר""י בה""ש",ספר תהלים,"ישראל בר""י בה""ש",Subscriber,
mentionee1710,"כהן, בער אשקלוא",ספר תהלים,"כהן, בער אשקלוא",Subscriber,
mentionee1711,"לאמניץ, סענדר",ספר תהלים,"לאמניץ, סענדר",Subscriber,
mentionee1712,"לוי, יעקב",ספר תהלים,"לוי, יעקב",Subscriber,Glogau
mentionee1713,"ליב בר""פ כ""ץ",ספר תהלים,"ליב בר""פ כ""ץ",Subscriber,Frankfurt/Oder
mentionee1714,"ליב בר""מ",ספר תהלים,"ליב בר""מ",Subscriber,Frankfurt/Oder
mentionee1715,"Schlesinger, Liebermann",ספר תהלים,"Schlesinger, Liebermann",Subscriber,Berlin
mentionee1716,ליזר בישיטץ,ספר תהלים,ליזר בישיטץ,Subscriber,Berlin
mentionee1717,"Lindau, Baruch",ספר תהלים,"Lindau, Baruch",Subscriber,Berlin
mentionee1718,מאיר פירדא,ספר תהלים,מאיר פירדא,Subscriber,Dessau
mentionee1719,"מינדין, יוזפא",ספר תהלים,"מינדין, יוזפא",Subscriber,
mentionee1720,"משה בר""ד פ""ל",ספר תהלים,"משה בר""ד פ""ל",Subscriber,
mentionee1721,"סמטור, דוד",ספר תהלים,"סמטור, דוד",Subscriber,Berlin
mentionee1722,"סמטור, ליפמן",ספר תהלים,"סמטור, ליפמן",Subscriber,
mentionee1723,"עזריאל ווירמש בפפ""ד",ספר תהלים,"עזריאל ווירמש בפפ""ד",Subscriber,Frankfurt/Oder
mentionee1724,"עלקיש, יצחק",ספר תהלים,"עלקיש, יצחק",Subscriber,Berlin
mentionee1725,"פייבל ש""ל",ספר תהלים,"פייבל ש""ל",Subscriber,
mentionee1726,פייבש וויצנהויזן,ספר תהלים,פייבש וויצנהויזן,Subscriber,Königsberg
mentionee1727,"בונם בר""ד פ""ל",ספר תהלים,"בונם בר""ד פ""ל",Subscriber,
mentionee1728,"Friedländer, David",ספר תהלים,"Friedländer, David",Subscriber,Berlin
mentionee1729,"פריידל, יוסף",ספר תהלים,"פריידל, יוסף",Subscriber,Glogau
mentionee1730,"ראובן בר""ש",ספר תהלים,"ראובן בר""ש",Subscriber,Breslau
mentionee1731,"ריז, נתן בר""פ",ספר תהלים,"ריז, נתן בר""פ",Subscriber,
mentionee1732,"Meyer, Salomon Abraham",ספר תהלים,"Meyer, Salomon Abraham",Subscriber,Berlin
mentionee1733,"שלאחטב, ברוך",ספר תהלים,"שלאחטב, ברוך",Subscriber,
mentionee1734,שלמה רונקל,ספר תהלים,שלמה רונקל,Subscriber,Berlin
mentionee1735,"שמואל בר""א",ספר תהלים,"שמואל בר""א",Subscriber,Landsberg/Warthe
mentionee1736,שמואל ברסלא,ספר תהלים,שמואל ברסלא,Subscriber,
mentionee1737,"שמואל לוי בר""שח",ספר תהלים,"שמואל לוי בר""שח",Subscriber,
mentionee1738,"שמעון בר""ט בש""ל",ספר תהלים,"שמעון בר""ט בש""ל",Subscriber,
mentionee1739,שמעון פייט,ספר תהלים,שמעון פייט,Subscriber,Berlin
mentionee1740,גוסטאף השלישי,ספר תוכחת מגילה,גוסטאף השלישי,Personal Address,
mentionee1741,"Friedländer, David",ספר תורה כולה,"Friedländer, David",Dedication,Berlin
mentionee1742,ארי' ליב,ספר תכונת השמים,ארי' ליב,Approbation,
mentionee1743,"יצחק בהרב ה""ה מוהר""ר מרדכי הלוי זצ""ל מלבוב",ספר תכונת השמים,"יצחק בהרב ה""ה מוהר""ר מרדכי הלוי זצ""ל מלבוב",Approbation,
mentionee1744,יצחק חיים ן' דנא די בריטו,ספר תכונת השמים,יצחק חיים ן' דנא די בריטו,Approbation,
mentionee1745,,ספר תפארת אדם,,Approbation,
mentionee1746,,ספר תפארת אדם,,Approbation,Posen
mentionee1747,,ספר תפארת אדם,,Approbation,Frankfurt/Oder
mentionee1748,,ספר תפארת אדם,,Approbation,Frankfurt/Oder
mentionee1749,,ספר תפארת אדם,,Approbation,
mentionee1750,,ספר תפארת אדם,,Approbation,
mentionee1751,,ספר תפארת אדם,,Approbation,
mentionee1752,,ספר תפארת אדם,,Approbation,London
mentionee1753,,ספר תפארת אדם,,Approbation,Frankfurt/Oder
mentionee1754,,ספר תפארת אדם,,Approbation,
mentionee1755,,ספר תפארת אדם,,Approbation,Brandenburg
mentionee1756,"טובי' בעז זצ""ל",עלה תרופה,"טובי' בעז זצ""ל",Thanks,The Hague
mentionee1757,Leopoldo Herz,עלות המנחה,Leopoldo Herz,Dedication,
mentionee1758,Carlotta Arnstein,עלות המנחה,Carlotta Arnstein,Dedication,
mentionee1759,אברהם דאנציגר,עמודי הלשון,אברהם דאנציגר,Dedication,Breslau
mentionee1760,"Jeitteles, Baruch (Benedict)",עמק הבכא,"Jeitteles, Baruch (Benedict)",Personal Address,Prague
mentionee1761,Jonas Jeitteles,עמק הבכא,Jonas Jeitteles,Dedication,Prague
mentionee1762,יעקב בר אורי הלוי,עשרה מאמרות א,יעקב בר אורי הלוי,Printer,London
mentionee1763,יעקב בר אורי הלוי,עשרה מאמרות ב,יעקב בר אורי הלוי,Printer,London
mentionee1764,ברוך בר שמואל,עשרה מאמרות ג,ברוך בר שמואל,Printer,London
mentionee1765,"Wessely, Hartwig",פעדאן,"Wessely, Hartwig",Recommendation,
mentionee1766,"רב אהרן בן משה מגזע צבי רא""בד",צחות בדקדוק,"רב אהרן בן משה מגזע צבי רא""בד",Approbation,Berlin
mentionee1767,זנוויל נייא גאס,צחות בדקדוק,זנוויל נייא גאס,Approbation,Berlin
mentionee1768,"זק""ש, יואל בן יקותיאל",צחות בדקדוק,"זק""ש, יואל בן יקותיאל",Approbation,Berlin
mentionee1769,אלקנה מאיר בן מהו' בצלאל,צחות בדקדוק,אלקנה מאיר בן מהו' בצלאל,Printer,
mentionee1770,יצחק אייזק בן כה' מרדכי,צחות בדקדוק,יצחק אייזק בן כה' מרדכי,Printer,Berlin
mentionee1771,ליב בן מהו' זאב וואלוף,צחות בדקדוק,ליב בן מהו' זאב וואלוף,Printer,Berlin
mentionee1772,משה בן מהו' יודא ליב,צחות בדקדוק,משה בן מהו' יודא ליב,Printer,Berlin
mentionee1773,,קול מבשר משמיע שלום,,"Personal Address, Dedication",
mentionee1774,"Friedrichsfeld, David",קול מבשר משמיע שלום,"Friedrichsfeld, David",Book's Funder,
mentionee1775,גראף וויקטאר פאוולאוויטש קאטשוביי',קול שועת בת יהודה,גראף וויקטאר פאוולאוויטש קאטשוביי',"Personal Address, Dedication",
mentionee1776,נתן נטע,קול שועת בת יהודה,נתן נטע,Dedication,
mentionee1777,אורי מורפורגי,קול שחל,אורי מורפורגי,,
mentionee1778,יעקב חי חפץ,קול שחל,יעקב חי חפץ,,Görz
mentionee1779,יצחק מרפורגו,קול שחל,יצחק מרפורגו,,
mentionee1780,קארל קעניגסבערג,"קול שמחה, או, נצוח החכמה",קארל קעניגסבערג,Dedication,
mentionee1781,חיים מצאנז,קונטרס מספר הזהר חיבורא תניינא,חיים מצאנז,Approbation,
mentionee1782,יוסף,קונטרס מספר הזהר חיבורא תניינא,יוסף,Approbation,Frankfurt/Oder
mentionee1783,אהרן שפיץ,קורות העתים א,אהרן שפיץ,Approbation,
mentionee1784,"בנעט, מרדכי",קורות העתים א,"בנעט, מרדכי",Approbation,
mentionee1785,ישראל חיים דייטש,קורות העתים א,ישראל חיים דייטש,Approbation,
mentionee1786,משה מינץ מבראד,קורות העתים א,משה מינץ מבראד,Approbation,Brody
mentionee1787,צבי יהושע הלוי איש הורוויץ,קורות העתים א,צבי יהושע הלוי איש הורוויץ,Approbation,
mentionee1788,אליעזר פלעקלס,קורות שנות קדם א,אליעזר פלעקלס,Approbation,
mentionee1789,יחזקאל לנדא,קנה המדה,יחזקאל לנדא,Approbation,
mentionee1790,,קנה המדה,,Subscriber,
mentionee1791,אברהם פאפר,קנה המדה,אברהם פאפר,Subscriber,
mentionee1792,,קנה המדה,,Subscriber,
mentionee1793,,קנה המדה,,Subscriber,
mentionee1794,,קנה המדה,,Subscriber,
mentionee1795,,קנה המדה,,Subscriber,
mentionee1796,,קנה המדה,,Subscriber,
mentionee1797,,קנה המדה,,Subscriber,
mentionee1798,,קנה המדה,,Subscriber,
mentionee1799,,קנה המדה,,Subscriber,
mentionee1800,,קנה המדה,,Subscriber,Prague
mentionee1801,,קנה המדה,,Subscriber,
mentionee1802,,קנה המדה,,Subscriber,
mentionee1803,,קנה המדה,,Subscriber,
mentionee1804,,קנה המדה,,Subscriber,
mentionee1805,,קנה המדה,,Subscriber,
mentionee1806,,קנה המדה,,Subscriber,
mentionee1807,,קנה המדה,,Subscriber,
mentionee1808,,קנה המדה,,Subscriber,
mentionee1809,,קנה המדה,,Subscriber,
mentionee1810,חיים משה מאשלש,קנה המדה,חיים משה מאשלש,Subscriber,Prague
mentionee1811,,קנה המדה,,Subscriber,
mentionee1812,אהרן בער יאס,קנה המדה,אהרן בער יאס,Subscriber,Prague
mentionee1813,מאיר וועליוא,קנה המדה,מאיר וועליוא,Subscriber,Prague
mentionee1814,מאיר סופקא,קנה המדה,מאיר סופקא,Subscriber,
mentionee1815,,קנה המדה,,Subscriber,
mentionee1816,,קנה המדה,,Subscriber,
mentionee1817,,קנה המדה,,Subscriber,
mentionee1818,,קנה המדה,,Subscriber,
mentionee1819,,קנה המדה,,Subscriber,
mentionee1820,,קנה המדה,,Subscriber,
mentionee1821,,קנה המדה,,Subscriber,
mentionee1822,,קנה המדה,,Subscriber,Glogau
mentionee1823,"קוא, משה",קנה המדה,"קוא, משה",Subscriber,Prague
mentionee1824,,קנה המדה,,Subscriber,
mentionee1825,,קנה המדה,,Subscriber,
mentionee1826,,קנה המדה,,Subscriber,
mentionee1827,,קנה המדה,,Subscriber,
mentionee1828,,קנה המדה,,Subscriber,
mentionee1829,,קנה המדה,,Subscriber,
mentionee1830,,קנה המדה,,Subscriber,
mentionee1831,,קנה המדה,,Subscriber,
mentionee1832,,ראשית למודים א,,Personal address,Hannover
mentionee1833,צבי הירש,רוח נכון,צבי הירש,Approbation,
mentionee1834,"Friedländer, David",רוח נכון,"Friedländer, David",Dedication,Berlin
mentionee1835,"Jeitteles, Baruch (Benedict)",שבע פרקים הראשונים של ספר מלות ההגיון,"Jeitteles, Baruch (Benedict)",,Prague
mentionee1836,"Jeitteles, Juda",שבע פרקים הראשונים של ספר מלות ההגיון,"Jeitteles, Juda",,Prague
mentionee1837,"Friedländer, Sanwil",שיר כלולות - תקמח,"Friedländer, Sanwil",Personal Address,
mentionee1838,"Friedländer, Rebekka Meyer",שיר כלולות - תקמח,"Friedländer, Rebekka Meyer",Personal Address,Königsberg
mentionee1839,שמואל בן שלמה חלפן,שירי תפארת ב,שמואל בן שלמה חלפן,book's funder,Berlin
mentionee1840,Joseph Simon Muhr,שירי תפארת ד,Joseph Simon Muhr,"thanks, book's seller",Berlin
mentionee1841,יעקב בן ישראל ביא,שירי תפארת ד,יעקב בן ישראל ביא,thanks,Braunschweig
mentionee1842,מאיר הויזן,שירי תפארת ד,מאיר הויזן,thanks,Copenhagen
mentionee1843,מענדל ליידסדורף,שירי תפארת ד,מענדל ליידסדורף,thanks,Copenhagen
mentionee1844,ראובן גומפערטץ,שירי תפארת ד,ראובן גומפערטץ,"thanks, book's funder",Berlin
mentionee1845,יעקב בן ישראל ביא,שירי תפארת ה,יעקב בן ישראל ביא,thanks,Braunschweig
mentionee1846,מאיר הויזן,שירי תפארת ה,מאיר הויזן,"thanks, book's funder",Copenhagen
mentionee1847,מענדל ליידסדורף,שירי תפארת ה,מענדל ליידסדורף,"thanks, book's funder",Copenhagen
mentionee1848,ראובן גומפערטץ,שירי תפארת ה,ראובן גומפערטץ,thanks,Berlin
mentionee1849,פרידריך וילהלם,שירים ורננות,פרידריך וילהלם,Thanks,
mentionee1850,Elia b. Daniel (Jaffe),שירת דודים,Elia b. Daniel (Jaffe),Personal Address,Berlin
mentionee1851,מרים,שירת דודים,מרים,Personal Address,
mentionee1852,"Friedländer, David",שלמות וצורת הנפש או קשר הנפש עם הגוף,"Friedländer, David",Personal Address,Berlin
mentionee1853,Ephraim,שפת אמת,Ephraim,Personal address,Königsberg
mentionee1854,"Jacobson, Israel",שפת עבר,"Jacobson, Israel",Thanks,
